Time Stamp,RT Prices,DA Prices,Load Realized,Load Forecast,Capacity,Temperature,Humidity,Precipitation,Wind Speed,Wind Direction,Load-Capacity Ratio,HDD,CDD,Price Error,Load Error
2021-09-02 21:00:00,64.27416666666666,54.38,2691.6688583333334,2875.0,2490.0,22.8975,44.0,0.0,13.479583,304.1145,1.1546184738955823,0.0,4.5974990844726555,12.94416666666666,43.668858333333446
2021-09-02 22:00:00,115.56,51.33,2468.4661666666666,2648.0,2415.0,21.1475,48.0,0.0,16.135872,308.65982,1.0964803312629399,0.0,2.8474990844726555,70.22,40.466166666666595
2021-09-02 23:00:00,49.98166666666666,45.34,2237.6771916666667,2428.0,2415.0,19.9975,55.0,0.0,9.826088,331.55716,1.0053830227743272,0.0,1.697499465942382,14.341666666666661,37.67719166666666
2021-09-03 00:00:00,49.281666666666666,35.64,2043.7562,2200.0,2415.0,19.3475,53.0,0.0,10.365251,339.6768,0.9109730848861284,0.0,1.0474998474121087,17.961666666666666,0.7562000000000353
2021-09-03 01:00:00,37.44583333333333,31.32,1904.8726583333334,2043.0,2402.5,18.3975,57.0,0.0,11.457958,313.72705,0.8503642039542144,0.0,0.09749908447265554,8.155833333333334,-32.12734166666655
2021-09-03 02:00:00,32.58416666666667,29.29,1813.4866166666668,1937.0,2385.0,17.5975,60.0,0.0,14.021525,318.12222,0.8121593291404612,0.7025001525878913,0.0,4.25416666666667,-68.5133833333332
2021-09-03 03:00:00,32.78333333333333,28.33,1765.7552249999999,1882.0,2385.0,17.0475,65.0,0.0,11.252519,352.6477,0.7890985324947589,1.2524993896484382,0.0,4.793333333333333,-115.24477500000012
2021-09-03 04:00:00,33.791666666666664,27.99,1765.1165,1881.0,2385.0,16.1975,65.0,0.0,10.97262,318.991,0.7886792452830189,2.1024997711181648,0.0,4.031666666666663,-171.8834999999999
2021-09-03 05:00:00,34.45583333333334,29.76,1813.6760916666665,1937.0,2385.0,15.5475,71.0,0.0,10.233123,309.28937,0.8121593291404612,2.7525003433227546,0.0,1.4958333333333371,-186.32390833333352
2021-09-03 06:00:00,31.848333333333333,32.96,1915.9636,2000.0,2410.0,15.2975,75.0,0.0,11.119281,330.9455,0.8298755186721992,3.0025003433227546,0.0,-4.471666666666668,-188.03639999999996
